Test_Location,Chemical_Name,Chemical_Grade,Chemical_Analysis_Method,Chemical_Purity_Mean_,Species_Scientific_Name,Species_Common_Name,Organism_Lifestage,Organism_Age_Mean,Organism_Age_Min,Organism_Age_Max,Organism_Age_Units,Exposure_Type,Media_Type,Number_of_Doses,Conc_1_Type_Author,Conc_1_Mean_Author,Conc_Min_1_Author,Conc_1_Max_Author,Conc_1_Units_Author,Effect,Effect_Measurement,Endpoint,Observed_Response_Mean,Observed_Response_Min,Observed_Response_Max,Observed_Response_Units,Response_Site,Observed_Duration_Days,Observed_Duration_Min_Days,Observed_Duration_Max_Days,Observed_Duration_Units_Days,Type,Measurement,Behavior,Nutrition,Location_GPS,Temperature_C,Humidity_%,Rainfall,Genomics,Bee_Strain_Origin,Other notes,Author,Autho_Affiliation,Journal,Reference_Number,Title,Source,Publication_Year,,Note_Nutrition
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Larva,2,NR,NR,Instar,"Topical, general",No substrate,9,Formulation,71.5,NR,NR,ng/org,Mortality,Mortality,LD50,71.5,NR,NR,ng/org,NR,1,NR,NR,Day(s),worker,individual,Y,N,NR,33,70,NR,NR,"National Taiwan University, Taipei and National Chung Hsing University, Taichung","Honey bee larvae exposed to sublethal doses of imidacloprid show behavioural abnormalities as adult insects. Previous studies have demonstrated that this phenomenon originates from abnormal neural development in response to imidacloprid exposure. Here, we further investigated the global gene expression changes in the heads of newly emerged adults and observed that 578 genes showed more than 2-fold changes in gene expression after imidacloprid exposure. This information might aid in understanding the effects of pesticides on the health of pollinators. For example, the genes encoding major royal jelly proteins (MRJPs), a group of multifunctional proteins with significant roles in the sustainable development of bee colonies, were strongly downregulated. These downregulation patterns were further confirmed through analyses using quantitative reverse transcription-polymerase chain reaction on the heads of 6-day-old nurse bees. To our knowledge, this study is the first to demonstrate that sublethal doses of imidacloprid affect mrjp expression and likely weaken bee colonies.","Wu,M.C., Y.W. Chang, K.H. Lu, and E.C. Yang",,,184436,Gene Expression Changes in Honey Bees Induced by Sublethal Imidacloprid Exposure During the Larval Stage,Insect Biochem. Mol. Biol.88:12-20,2017,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Pestanal grade,Unmeasured,NR,Apis mellifera,Honey Bee,Adult,21,NR,NR,Days post-emergence,"Diet, unspecified",No substrate,10,Active ingredient,1.465,NR,NR,AI ng/ul diet,Mortality,Mortality,LC50,1.465,NR,NR,AI ng/ul diet,NR,1,NR,NR,Day(s),worker,individual,Y,N,NR,32 ± 2,60 ± 10,NR,NR,"Institute of Biosciences of Rio Claro, Department of Biology, University of São Paulo State (UNESP), Rio Claro, SP, Brazil","The use of insecticides has become increasingly frequent, and studies indicate that these compounds are involved in the intoxication of bees. Imidacloprid is a widely used neonicotinoid; thus, we have highlighted the importance of assessing its oral toxicity to Africanized bees and used transmission electron microscopy to investigate the sublethal effects in the brain, the target organ, and the midgut, responsible for the digestion/absorption of food. In addition, the distribution of proteins involved in important biological processes in the brain were evaluated on the 1st day of exposure by MALDI-imaging analysis. Bioassays were performed to determine the Median Lethal Concentration (LC50) of imidacloprid to bees, and the value obtained was 1.4651 ng imidacloprid/μL diet. Based on this result, the sublethal concentration to be administered at 1, 4 and 8 days was established as a hundredth (1/100) of the LC50. The results obtained from the ultrastructural analysis showed alterations in the midgut cells of bees as nuclear and mitochondrial damage and an increase of vacuoles. The insecticide caused spacing among the Kenyon cells in the mushroom bodies, chromatin condensation and loss of mitochondrial cristae. The MALDI-imaging analysis showed an increase in the expression of such proteins as vascular endothelial growth factor receptor, amyloid protein precursor and protein kinase C, which are related to oxygen supply, neuronal degeneration and memory/learning, and a decrease in the expression of the nicotinic acetylcholine receptor alpha 1, which is fundamental to the synapses. These alterations demonstrated that imidacloprid could compromise the viability of the midgut epithelium, as well as inhibiting important cognitive processes in individuals, and may be reflected in losses of the colony.","Catae,A.F., T.C. Roat, M. Pratavieira, A.R.D.S. Menegasso, M.S. Palma, and O. Malaspina",,,184474,"Exposure to a Sublethal Concentration of Imidacloprid and the Side Effects on Target and Nontarget Organs of Apis mellifera (Hymenoptera, Apidae)",Ecotoxicology27(2): 109-121,2018,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,NR,NR,NR,NR,NR,"Diet, unspecified",No substrate,NR,Formulation,0.038,0.034,0.042,ug/org,Mortality,Mortality,LD20,0.038,0.034,0.042,ug/org,NR,1,NR,NR,Day(s),worker,individual,Y,N,"10°55'S, 38°6′W",26 ± 2,70 ± 5,NR,NR,"Experimental Apiarium of Federal University of Sergipe, São Cristóvão, Sergipe, Brazil","The recent decline of Apis mellifera populations around the world has been subject of intense research due to ecological and economic damages resulting from the loss of pollination services. The intensive use of insecticides from the neonicotinoids group is among the possible causal factors of this decline, including also sub-lethal effects. However, the use of synthetic insecticides has been increased on a global scale in the recent decades. In order to evaluate an alternative to the use of neonicotinoids, this work investigated the effects of a bioinsecticide and its major compound on A. mellifera (Apidae: Hymenoptera), one of the main pollinators of crop plants. For this, bees were exposed, by contact and ingestion, to the essential oil of Cymbopogon martinii (Poaceae: Poales), to geraniol (major compound) and the insecticide imidacloprid to evaluate the toxicity and behavioral effects as well as the locomotion changes and immune responses of bees treated with these compounds. In general, toxicity was greater through ingestion and the insecticide imidacloprid was more toxic to A. mellifera compared to the essential oil and its major compound. The individual and collective behaviors (i.e. trophallaxis, grooming, avoidance) as well as the immune responses of bees were not significantly affected by bioinsecticides. However, the locomotion response and flight orientation of the bees were significantly altered by insecticide when administered by ingestion. Our results highlight the potential of C. martinii essential oil and its major compound as a possible alternative to mitigate the harmful effects of neonicotinoids on bees.","Santos,A.C.C., P.F. Cristaldo, A.P.A. Araujo, C.R. Melo, A.P.S. Lima, E.D.R. Santana, B.M.S. De Oliveira, J.W.S. Olivei",,,184478,Apis mellifera (Insecta: Hymenoptera) in the Target of Neonicotinoids: A One-Way Ticket? Bioinsecticides can be an Alternative,Ecotoxicol. Environ. Saf.163:28-36,2018,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,20,Apis mellifera,Honey Bee,Neonate,NR,NR,NR,NR,Food,No substrate,NR,Active ingredient,22.78,14.58,31.15,AI ng/ul diet,Mortality,Mortality,LC50,22.78,14.58,31.15,AI ng/ul diet,NR,1,NR,NR,Day(s),worker,individual,Y,N,NR,32 ± 2,70 ± 10,NR,NR,"Apiary in Rio Claro, São Paulo, Brazil","Wild and managed bees are essential for crop pollination and food production. However, the widespread use of insecticides such as neonicotinoids may affect the survival, development, behavior, and maintenance of bee colonies. Therefore, in this study we evaluated the impacts of three neonicotinoid insecticides on the survival and walking abilities of the Africanized honeybee A. mellifera and stingless bee S. postica. A. mellifera was more susceptible than S. postica to all neonicotinoids tested. The median lethal concentrations LC50 values estimated for acetamiprid, imidacloprid, and thiacloprid were 189.62, 22.78, and 142.31 ng µL–1 of diet for A. mellifera, and 475.94, 89.11, and 218.21 ng µL–1 of diet for S. postica, respectively. All tested neonicotinoids affected the speed, distance traveled, duration and frequency of resting, and continuous mobility of both bee species. The results showed that in spite of the different susceptibility to compounds with cyano and nitro radicals, the behavioral variables showed different levels of commitment according to the molecule insecticide and bee species. These results contribute not only to the understanding of the effects of neonicotinoid insecticides on A. mellifera and S. postica, but also to help in the development of protocols that aim to reduce the impact of these insecticides in Neotropical environments.","Jacob,C.R.O., J.B. Malaquias, O.Z. Zanardi, C.A.S. Silva, J.F.O. Jacob, and P.T. Yamamoto",,Ecotoxicology,184482,Oral Acute Toxicity and Impact of Neonicotinoids on Apis mellifera L. and Scaptotrigona Postica latreille (Hymenoptera: Apidae),Ecotoxicology28(7): 744-753,2019,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Not intact,NR,NR,NR,NR,In Vitro,Culture,8,Formulation,25.1,NR,NR,uM,Physiology,Conductivity,EC50,25.1,NR,NR,uM,NR,0.0003,NR,NR,Day(s),pupae,individual,N,N,NR,20-22,NR,NR,NR,NR,"The main targets of the insecticide imidacloprid are neuronal nicotinic acetylcholine receptors (nAChRs) within the insect brain. We tested the effects of imidacloprid on ligand-gated ion channels of cultured Kenyon cells of the honeybee, Apis mellifera. Kenyon cells build up the mushroom body neuropils, which are involved in higher order neuronal processes such as olfactory learning. We measured whole-cell currents through nicotinic and γ-aminobutyric acid (GABA) receptors using patch-clamp techniques. Pressure applications of imidacloprid elicited inward currents, which were irreversibly blocked by α-bungarotoxin. Imidacloprid was a partial nicotinic agonist, since it elicited only 36% of ACh-induced currents and competitively blocked 64% of the peak ACh-induced currents. GABA-induced currents were partially blocked when imidacloprid was coapplied and this block was independent upon activation of nAChRs. Our results identify the honeybee nAChR as a target of imidacloprid and an imidacloprid-induced inhibition of the insect GABA receptor.","Deglise,P., B. Grunewald, and M. Gauthier",Université Paul Sabatier & Freie Universität Berlin,Neuroscience letters,183943,The Insecticide Imidacloprid is a Partial Agonist of the Nicotinic Receptor of Honeybee Kenyon Cells,Neurosci. Lett.321(1-2): 13-16,2002,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,95,Apis mellifera,Honey Bee,Larva,1,NR,NR,Day(s),"Environmental, unspecified",No substrate,10,Active ingredient,1400,NR,NR,ng/org,Reproduction,Sealed brood,LD50,1400,NR,NR,ng/org,NR,15,NR,NR,Day(s),"worker, queen",colony,Y,N,NR,25,40,NR,NR,National Ilan University,"The residue of imidacloprid in the nectar and pollens of the plants is toxic not only to adult honeybees but also the larvae. Our understanding of the risk of imidacloprid to larvae of the honeybees is still in a very early stage. In this study, the capped-brood, pupation and eclosion rates of the honeybee larvae were recorded after treating them directly in the hive with different dosages of imidacloprid. The brood-capped rates of the larvae decreased significantly when the dosages increased from 24 to 8000 ng/larva. However, there were no significant effects of DMSO or 0.4 ng of imidacloprid per larva on the brood-capped, pupation and eclosion rates. Although the sublethal dosage of imidacloprid had no effect on the eclosion rate, we found that the olfactory associative behavior of the adult bees was impaired if they had been treated with 0.04 ng/larva imidacloprid in the larval stage. These results demonstrate that a sublethal dosage of imidacloprid given to the larvae affects the subsequent associative ability of the adult honeybee workers. Thus, a low dose of imidacloprid may affect the survival condition of the entire colony, even though the larvae survive to adulthood.","Yang,E.C., H.C. Chang, W.Y. Wu, and Y.W. Chen","National Taiwan University, National Ilan University",Plos One,168911,Impaired Olfactory Associative Behavior of Honeybee worker due to Contamination of Imidacloprid in the Larval Stage,PLoS One7(11): 8 p.,2012,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Neonate,NR,0,24,Hour(s),Food,No substrate,3,Formulation,0.7,NR,NR,ng/ml diet,Biochemistry,Malondialdehyde,LOEL,0.7,NR,NR,ng/ml diet,NR,3,NR,NR,Day(s),worker,individual,N,Y,NR,33,70,NR,NR,"São Paulo State University, College of Agricultural and Technological Sciences, Dracena, Brazil","The use of pesticides on crops contributes to the decline of bee populations, and in this sense, bioactive nutrients have been studied to counteract this effect. We suppose that caffeine might be one of these nutrients. We exposed honey bees (Apis mellifera L.) to 0.7 or 2.0 ng/mL imidacloprid, 5.0 μg/mL caffeine in syrup, or 5.0 μg/mL caffeine in syrup plus 0.7 or 2.0 ng/mL imidacloprid. After 72 h, the oxidative status and the food intake were verified. Imidacloprid increased glutathione peroxidase and catalase activities. Caffeine alone or with 2.0 ng/mL imidacloprid also stimulated the activity of glutathione peroxidase but did not alter the effect of the insecticide on the catalase activity. A significant reduction in the concentration of the thiol group of proteins was observed in the two imidacloprid-fed groups, and the addition of caffeine protected these groups. Imidacloprid increased the malondialdehyde concentration while the addition of caffeine partially decreased this effect. Food intake was higher for bees treated with 2.0 ng/mL imidacloprid. Our results show that imidacloprid increased the food intake resulting in oxidative damage, which was partially reversed by caffeine. From these findings, it is inferred that caffeine treatments can be used to mitigate the sublethal effects of this insecticide on honey bees.","Balieira,K.V.B., M. Mazzo, P.F.V. Bizerra, A.R.D.J.S. Guimaraes, D. Nicodemo, and F.E. Mingatto",Unesp,Apidologie,184174,Imidacloprid-Induced Oxidative Stress in Honey Bees and the Antioxidant Action of Caffeine,Apidologie49(5): 562-572,2018,NA,Antioxidant capacity of caffeine against imidacloprid
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,99.5,Apis mellifera,Honey Bee,Adult,NR,3,4,Day(s),"Topical, general",No substrate,4,Active ingredient,NR,0.005,0.03,ug/org,Enzyme(s),Cytochrome P-450,NR,NR,0.005,0.03,ug/org,NR,1,NR,NR,Day(s),worker,colony,N,Y,NR,32-34,80,NR,NR,"University of Illinois apiaries near Urbana, IL, USA","We used several approaches to ascertain effects of dietary toxins on bee susceptibility to synthetic and natural xenobiotics, including the acaricide tau-fluvalinate, the agricultural pesticide imidacloprid, and the naturally occurring mycotoxin aflatoxin. We administered potential inducers of cytochrome P450 enzymes, the principal biochemical system for Phase 1 detoxification in insects, to investigate how detoxification is regulated. The drug phenobarbital induces P450s in many insects, yet feeding bees with phenobarbital had no effect on the toxicity of tau-fluvalinate, a pesticide known to be detoxified by bee P450s. Similarly, no P450 induction, as measured by tau-fluvalinate tolerance, occurred in bees fed xanthotoxin, salicylic acid, or indole-3-carbinol, all of which induce P450s in other insects. Only quercetin, a common pollen and honey constituent, reduced tau-fluvalinate toxicity. In microarray comparisons no change in detoxificative gene expression was detected in phenobarbital-treated bees. However, northern blot analyses of guts of bees fed extracts of honey, pollen and propolis showed elevated expression of three CYP6AS P450 genes. Diet did not influence tau-fluvalinate or imidacloprid toxicity in bioassays; however, aflatoxin toxicity was higher in bees consuming sucrose or high-fructose corn syrup than in bees consuming honey.","Johnson,R.M., W. Mao, H.S. Pollock, G. Niu, M.A. Schuler, and M.R. Berenbaum",University of Illinois at Urbana-Champaign,Plos One,157762,Ecologically Appropriate Xenobiotics Induce Cytochrome P450s in Apis mellifera,PLoS One7(2): 1-9,2012,NA,Benefits of quercetin in reducing tau-fluvalinate (acaricide) toxicity; no impact of other Xenobiotics and no impact on imidacloprid
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Analytical grade,Unmeasured,NR,Apis mellifera,Honey Bee,Adult,6,NR,NR,Month(s),"Diet, unspecified",No substrate,3,Active ingredient,100,NR,NR,ppb diet,Feeding behavior,Food consumption,LOEL,100,NR,NR,ppb diet,NR,50,NR,NR,Day(s),worker,colony,Y,Y,32° 15' 12.4560'' N,NR,,NR,NR,"C.F. Koehnen & Sons, Inc., Glenn, CA 95943","The focus of this work was on colony-level behaviors such as brood rearing, foraging activity and temperature management over time, across different environments / * not nutrition per se but one site richer than the other (different environments)","Meikle,W.G., J.J. Adamczyk, M. Weiss, A. Gregorc, D.R. Johnson, S.D. Stewart, J. Zawislak, M.J. Carroll, and G.M. Loren","USDA-ARS, Mississippi State
University, University of
Arkansas, The University of Tennessee",Plos One,184404,Sublethal Effects of Imidacloprid on Honey Bee Colony Growth and Activity at Three Sites in the U.S,PLoS One11(12): 22 p.,2016,NA,Do not assess the impact of the diet but consider it as they have different sites with various food ressources
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,"Diet, unspecified",No substrate,3,Active ingredient,490,NR,NR,AI g/100 kg sd,Mortality,Lifespan,NOEL,490,NR,NR,AI g/100 kg sd,NR,19,NR,NR,Day(s),worker,colony,N,Y,NR,33,70,NR,NR,NR,"Pollen substitutes are currently widely used in apiculture because of a lack of natural forage and an increasing need for bees for pollination services. A major concern in the confection of bee diets is whether specific ingredients, such as GMO grain, or contaminants such as pesticides that are applied to crops, negatively impact bee health. We measured hemolymph protein levels and the lifespan of honey bees fed on diets containing non-hybrid (IAC-Airan), hybrid (AG 7088) or transgenic (AG 8088YG) maize, the seeds of which had been treated with fipronil, imidacloprid or left untreated. Corn from these plantings was harvested, dried and finely ground, and then used for the preparation of corn-based diets. Groups of 100 newly emerged bees were placed in cages, where the diets were offered ad libitum. Honey bee lifespan was similar for all the corn diets, though shorter than for bees fed beebread and longer than for bees fed only honey. Total protein in the hemolymph of bees fed with transgenic maize was 15% lower than in bees fed on non-hybrid maize; lipophorin and vitellogenin, were more reduced, by over 30%. Irrespective of corn variety, imidacloprid resulted in over 25% lower levels of lipophorin compared with the control. Lower storage and transport protein levels would compromise the ability of the bees to rear brood and develop an adequate immune response to pathogen challenge. Consequently, transgenic maize, as well as any maize produced from seed treated with imidacloprid should not be included as ingredients in honey bee diets.","Nicodemo,D., D. De Jong, L.G. Reis, J.M.V. De Almeida, A.A. Dos Santos, and L.A.M. Lisboa","Universidade Estadual Paulista, Universidade de Sao Paulo",Journal of Apicultural research,184416,Transgenic Corn Decreased Total and Key Storage and Lipid Transport Protein Levels in Honey Bee Hemolymph While Seed Treatment with Imidacloprid Reduced Lipophorin Levels,J. Apic. Res.57(2): 321-328,2018,NA,"Looked at corn variety (non-hybrid, hybrid and transgenic) + imidacloprid effects on lifespan - imidacloprid reduces survival no matter the variety & lifespan on corn diets lower than control (beebread)"
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,NR,1,NR,NR,Day(s),Food,No substrate,6,Formulation,6.83,5.12,8.28,ppm diet,Mortality,Mortality,LC50,6.83,5.12,8.28,ppm diet,NR,2,NR,NR,Day(s),worker,microcolony,N,Y,"40.110558, -88.228333",34,25,NR,NR,NR,,"Wong,M.J., L.H. Liao, and M.R. Berenbaum",University of Illinois at Urbana-Champaign,Plos One,184435,Biphasic Concentration-Dependent Interaction Between Imidacloprid and Dietary Phytochemicals in Honey Bees (Apis mellifera),PLoS One13(11): 15 p.,2018,NA,"Tested how phytochemicals (Quercetin and p-coumaric acid) influenced bee survival (LC50): found that at acute toxicity, no effects of phytochemicals but at chronic toxicity, combination or individual phytochemicals improved survival at low concentrations of imidacloprid (15 and 45 ppb) but reduced it at high concentrations (105 ppb and 135 ppb). When no imidacloprid present, quercetin beneficial but not p-coumaric acid or the combination: strong interaction effect."
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,NR,NR,NR,NR,NR,Food,No substrate,2,Formulation,0.28,NR,NR,ng/ml diet,Mortality,Survival,LOEL,0.28,NR,NR,ng/ml diet,NR,NR,40,45,Day(s),"worker, queen",colony,N,Y,NR,NR,NR,NR,NR,"Merrimack Valley Apiaries in Bunkie, LA, USA","During periods of pollen and nectar dearth, beekeepers may provide supplemental foods in the form of sucrose (SS), high-fructose corn syrup (HFCS), or artificial pollen. However, these lack micronutrients present in nectar and honey, and thus may nutritionally stress colonies. Given the many stressors faced by honey bees in the environment, we evaluated how honey bees fed supplemental carbohydrates responded in combination with heat (45 °C), cold (4 °C), or imidacloprid (0.48 ng/ml) exposure. Bees were fed either honey, SS, HFCS, or HFCS + pollen and then exposed to abiotic stress treatments in the lab. Hive bee mortality was not affected by heat or cold stress, but mortality was greater for bees fed SS in imidacloprid treatments. Levels of stress proteins (superoxide dismutase (SOD), heat shock protein (HSP70), and potentially esterase) were quantified to determine sublethal stress. SOD levels were reduced in SS and HFCS treatments, indicating these diets impaired a response to oxidative stress, particularly at 45 °C. HSP70 levels were higher in the imidacloprid treatment, with no differences between control and temperature treatments. Diet interacted significantly with stress treatment with generally negative responses to HFCS. There was no effect of diet on esterase levels, though activity was much lower at 4 °C. In semifield trials, colonies with newly emerged bees fed SS experienced higher rates of worker mortality. In cage and field trials, bees consumed significantly more honey and HFCS + P than SS and HFCS. Together, these results suggest that supplemental carbohydrates contribute to sublethal stress, and natural food sources are preferred.","Mogren,C.L., J. Margotta, R.G. Danka, and K. Healy","USDA-ARS, Louisiana State University AgCenter, University of Hawaii at Manoa",Journal of Apicultural research,184489,Supplemental Carbohydrates Influence Abiotic Stress Resistance in Honey Bees,J. Apic. Res.57:682-689,2018,NA,"Negative effects of supplemental carbs on bee response (survival) to imidacloprid, heat stress..."
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,Food,No substrate,3,Formulation,50,NR,NR,ug/kg diet,Physiology,Respiration,LOEL,50,NR,NR,ug/kg diet,NR,14,NR,NR,Day(s),"worker, queen",colony,N,Y - Not diet,NR,33,75,NR,NR,"Wilbanks Apiaries, Claxton, GA, USA","Use of neonicotinoid pesticides is now ubiquitous, and consequently non-targeted arthropods are exposed to their residues at sub-lethal doses. Exposure to these neurotoxins may be a major contributor to poor honey bee colony health. Few studies have explored how sub lethal exposure to neonicotinoids affects honey bee metabolic physiology, including nutritional and energetic homeostasis, both of which are important for maintaining colony health. Reported here are results from a study of chronic oral exposure of honey bees to two sub lethal concentrations of clothianidin and imidacloprid. Neonicotinoids altered important aspects of honey bee nutritional and metabolic physiology in a compound and dose-dependent manner; both compounds at low doses reduced honey bee body weight. Low-dose clothianidin exposure resulted in bees having protein, lipids, carbohydrates, and glycogen levels similar to newly emerged bees. High-dose clothianidin exposure lowered lipids and glycogen content of bees. High-dose imidacloprid exposure resulted in bees having depressed metabolic rate. Low-dose imidacloprid exposure resulted in bees consuming low and high levels of protein and carbohydrate rich foods, respectively. Results suggest neonicotinoids interfere with honey bee endocrine neurophysiological pathways. Compound and dose-dependent effects might represent respective chemical structural differences determining an observed effect, and thresholds of compound effects on honey bee physiology.","Cook,S.C.",USDA-ARS,Insects,183580,Compound and Dose-Dependent Effects of Two Neonicotinoid Pesticides on Honey Bee (Apis mellifera) Metabolic Physiology,Insects10(1): 17,2019,NA,Did not consider dietary nutrients but looked at how neonics impaired nutritional physiology and metabolism.
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Young adult,3,NR,NR,Days post-emergence,Food,No substrate,2,Formulation,48,NR,NR,ng/g diet,Behavior,"Accuracy of learned task, performance",LOEL,48,NR,NR,ng/g diet,NR,8,NR,NR,Day(s),worker,individual,Y,Y/N,NR,33 ± 1,55 ± 5,NR,NR,NR,"Transgenic Cry1Ac+CpTI cotton (CCRI41) is a promising cotton cultivar throughout China but side effects and especially sublethal effects of this transgenic cultivar on beneficial insects remain poorly studied. More specifically potential sublethal effects on behavioural traits of the honey bee Apis mellifera L. have not been formally assessed despite the importance of honey bees for pollination. The goal of our study was to assess potential effects of CCRI41 cotton pollen on visual and olfactory learning by honey bees. After a 7-day oral chronic exposure to honey mixed with either CCRI41 pollen, imidacloprid-treated conventional pollen (used as positive sublethal control) or conventional pollen (control), learning performance was evaluated by the classical proboscis extension reflex (PER) procedure as well as a T-tube maze test. The latter assay was designed as a new device to assess potential side effects of pesticides on visual associative learning of honey bees. These two procedures were complementary because the former focused on olfactory learning while the latter was involved in visual learning based on visual orientation ability. Oral exposure to CCRI41 pollen did not affect learning capacities of honey bees in both the T-tube maze and PER tests. However, exposure to imidacloprid resulted in reduced visual learning capacities in T-tube maze evaluation and decreased olfactory learning performances measured with PER. The implications of these results are discussed in terms of risks of transgenic CCRI41 cotton crops for honey bees.","Han,P., C.Y. Niu, C.L. Lei, J.J. Cui, and N. Desneux",Chinese Academy of Agricultural Sciences & INRA (N. Desneux),Ecotoxicology,169001,Use of an Innovative T-Tube Maze Assay and the Proboscis Extension Response Assay to Assess Sublethal Effects of GM Products and Pesticides on Learning Capacity of the Honey Bee Apis mellifera L,Ecotoxicology19:1612-1619,2010,NA,"No consideration of diet effect - mention dietary treatment but in fact this is only ""pollen"", ""pollen + imidacloprid"", ""pollen + toxins"""
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,"Technical grade, technical product, technical formulation",Unmeasured,NR,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,Food,No substrate,5,Active ingredient,200,NR,NR,ng/100 ml diet,Biochemistry,alpha-Tocopherol concentration,LOEL,200,NR,NR,ng/100 ml diet,Whole organism,10,NR,NR,Day(s),worker,colony,N,Y/N,NR,25 ± 1,55 ± 5,NR,NR,NR,"Over the last decade, the persistent dwindling of the populations of honey bees has become a growing concern. While this phenomenon is partly attributed to neonicotinoids (NEOCs), chronic exposures to these insecticides at environmentally-relevant concentrations are needed to fully estimate their implications. In this study, honey bees were orally exposed for 10 days to low field-realistic concentrations of NEOCs known for their effects on the cholinergic system (imidacloprid – IMI or thiamethoxam – THM). Selected biomarkers were measured such as acetylcholinesterase (AChE) activity, lipid peroxidation (LPO), α-tocopherol as well as several forms of vitamin A (retinoids) and carotenoids. Bees exposed to IMI showed lower levels of two carotenoids (α-carotene and α-cryptoxanthin) and α-tocopherol. The THM exposure increased the oxidized vitamin A metabolites in bees conjointly with the LPO. These results could be the consequence of a pro-oxidant effect of NEOCs and were observed at levels where no effects were recorded for AChE activity. This study reveals that exposure to low levels of NEOCs alters the carotenoid-retinoid system in honey bees. This would merit further investigation as these compounds are important in various aspects of bees’ health. Overall, this study contributes to the development of biomonitoring tools for the health of bees and other pollinators.","Gauthier,M., P. Aras, J. Paquin, and M. Boily",UQÀM,Scientific reports,183696,Chronic Exposure to Imidacloprid or Thiamethoxam Neonicotinoid Causes Oxidative Damages and Alters Carotenoid-Retinoid Levels in Caged Honey Bees (Apis mellifera),Sci. Rep.8(1): 11 p.,2018,NA,No consideration of diet effect - only various contentrations of imidacloprid and thiamethoxam in the diet
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,99.5,Apis mellifera,Honey Bee,Larva,NR,NR,NR,NR,Food,No substrate,6,Active ingredient,138.84,98.2,196.3,mg/L diet,Mortality,Mortality,LC50,138.84,98.2,196.3,mg/L diet,NR,3,NR,NR,Day(s),worker,individual,N,Y/N,NR,NR,94,NR,NR,"Honey Bee Research and Extension Laboratory at the University of Florida's Department of Entomology and Nematology, Gainesville, FL, USA","LC50 and LD50 were calculated for larvae at 72 h following a single diet exposure administered when the larvae were 84 ± 12 h old. Solvent control larval mortalities were less than 15% at 72 h. The LC50 values (mg L−1) for each tested pesticide were as follows: amitraz, 494.27; chlorpyrifos, 15.39; coumaphos, 90.01; fluvalinate, 27.69; and imidacloprid, 138.84. The LD50 values in µg per larva were 14.83 (amitraz), 0.46 (chlorpyrifos), 2.70 (coumaphos), 0.83 (fluvalinate) and 4.17 (imidacloprid).","Dai,P., C.J. Jack, A.N. Mortensen, and J.D. Ellis","Institute of Apicultural Research, Chinese Academy of Agricultural Sciences & University of Florida",Pest management science,175349,Acute Toxicity of Five Pesticides to Apis mellifera Larvae Reared In Vitro,Pest Manag. Sci.9:5 p.,2017,NA,"Did not look at diet effect, they just adjusted the diets depending on the days of larvae development (% of royal jelly, yeast, pollen...) but for all groups (no comparisons)"
